15825,97
2997,238
3396,263
2758,4856
4761,303
3022,409
2717,360
2889,449
2930,372
2875,4488
3939,374
3065,4999
4022,230
2912,385
2903,376
2941,4511
3800,283
3088,4993
3762,5315
4011,316
