2758,1771
1453,1866
5754,1412
3632,1867
1477,1758
1449,1712
1455,1731
1543,8893
1360,8463
1417,1773
1447,1759
1397,1912
1426,8194
1441,8642
5275,1795
4796,1850
3318,1724
2874,1708
