12619,199
3453,3720
2960,3660
3481,367
4058,5593
3706,325
3242,4186
3738,369
3506,196
3427,523
3301,464
4005,302
3329,4592
3813,4507
3774,326
3507,307
3160,365
3411,571
4087,705
